

name,technology,composition,price,manufacturer,website,color,opacity,tags,diameter,filament_extrusion_to_flow_multiplier,temp_extrude_default,temp_extrude_min,temp_extrude_max,bed_temp,min_nozzle_diameter,extruder_fan_speed,weight,bed_material,buy_now
"PLA Premium 1.75mm Chocolate","FDM","PLA","20,99 € VAT inc.","E Motion Tech","http://www.reprap-3d-printer.com/","null","1","null","1.75","1","200","190","210","60","","255","1Kg of PLA Premium 1.75mm Chocolate","blue tape, glass, glue stick","http://www.reprap-3d-printer.com/product/1234568486-pla-premium-1-75mm-chocolate",
"PLA Premium 1.75mm Thermosensitive Grey","FDM","PLA","20,99 € VAT inc.","E Motion Tech","http://www.reprap-3d-printer.com/","null","1","null","1.75","1","200","190","210","60","","255","500g of PLA Premium 1.75mm Thermosensitive Grey","blue tape, glass, glue stick","http://www.reprap-3d-printer.com/product/1234568488-pla-premium-1-75mm-thermosensitive-grey",
"PLA Premium 1.75mm Black Light","FDM","PLA","20,99 € VAT inc.","E Motion Tech","http://www.reprap-3d-printer.com/","null","1","null","1.75","1","200","190","210","60","","255","1Kg of PLA Premium 1.75mm Black Light","blue tape, glass, glue stick","http://www.reprap-3d-printer.com/product/1234568491-pla-premium-1-75mm-black-light",
"PLA Premium 3mm Silver","FDM","PLA","20,99 € VAT inc.","E Motion Tech","http://www.reprap-3d-printer.com/","null","1","null","2.85","1","200","190","210","60","","255","1Kg of PLA Premium 3mm Silver","blue tape, glass, glue stick","http://www.reprap-3d-printer.com/product/1234568233-pla-premium-3mm-silver",
"PLA Premium 3mm Natural","FDM","PLA","20,99 € VAT inc.","E Motion Tech","http://www.reprap-3d-printer.com/","null","1","null","2.85","1","200","190","210","60","","255","1Kg of PLA Premium 3mm Natural","blue tape, glass, glue stick","http://www.reprap-3d-printer.com/product/1234568234-pla-premium-3mm-natural",
"PLA Premium 3mm Black","FDM","PLA","20,99 € VAT inc.","E Motion Tech","http://www.reprap-3d-printer.com/","null","1","null","2.85","1","200","190","210","60","","255","1Kg of PLA Premium 3mm Black","blue tape, glass, glue stick","http://www.reprap-3d-printer.com/product/1234568235-pla-premium-3mm-black",
"PLA Premium 3mm Red","FDM","PLA","20,99 € VAT inc.","E Motion Tech","http://www.reprap-3d-printer.com/","null","1","null","2.85","1","200","190","210","60","","255","1Kg of PLA Premium 3mm Red","blue tape, glass, glue stick","http://www.reprap-3d-printer.com/product/1234568236-pla-premium-3mm-red",
"PLA Premium 3mm Grey","FDM","PLA","20,99 € VAT inc.","E Motion Tech","http://www.reprap-3d-printer.com/","null","1","null","2.85","1","200","190","210","60","","255","1Kg of PLA Premium 3mm Grey","blue tape, glass, glue stick","http://www.reprap-3d-printer.com/product/1234568238-pla-premium-3mm-grey",
"PLA Premium 3mm Light Blue","FDM","PLA","20,99 € VAT inc.","E Motion Tech","http://www.reprap-3d-printer.com/","null","1","null","2.85","1","200","190","210","60","","255","1Kg of PLA Premium 3mm Light Blue","blue tape, glass, glue stick","http://www.reprap-3d-printer.com/product/1234568239-pla-premium-3mm-light-blue",
"PLA Premium 3mm Gold","FDM","PLA","20,99 € VAT inc.","E Motion Tech","http://www.reprap-3d-printer.com/","null","1","null","2.85","1","200","190","210","60","","255","1Kg of PLA Premium 3mm Gold","blue tape, glass, glue stick","http://www.reprap-3d-printer.com/product/1234568241-pla-premium-3mm-gold",
"PLA Premium 3mm Yellow","FDM","PLA","20,99 € VAT inc.","E Motion Tech","http://www.reprap-3d-printer.com/","null","1","null","2.85","1","200","190","210","60","","255","1Kg of PLA Premium 3mm Yellow","blue tape, glass, glue stick","http://www.reprap-3d-printer.com/product/1234568242-pla-premium-3mm-yellow",
"PLA Premium 3mm Purple","FDM","PLA","20,99 € VAT inc.","E Motion Tech","http://www.reprap-3d-printer.com/","null","1","null","2.85","1","200","190","210","60","","255","1Kg of PLA Premium 3mm Purple","blue tape, glass, glue stick","http://www.reprap-3d-printer.com/product/1234568243-pla-premium-3mm-purple",
"PLA Premium 3mm Orange","FDM","PLA","20,99 € VAT inc.","E Motion Tech","http://www.reprap-3d-printer.com/","null","1","null","2.85","1","200","190","210","60","","255","1Kg of PLA Premium 3mm Orange","blue tape, glass, glue stick","http://www.reprap-3d-printer.com/product/1234568244-pla-premium-3mm-orange",
"PLA Premium 3mm Silver","FDM","PLA","34,91 € VAT inc.","E Motion Tech","http://www.reprap-3d-printer.com/","null","1","null","2.85","1","200","190","210","60","","255","1Kg of PLA Premium 3mm Silver","blue tape, glass, glue stick","http://www.reprap-3d-printer.com/product/1234568375-pla-premium-3mm-silver",
