

name,technology,composition,price,manufacturer,website,color,opacity,tags,diameter,filament_extrusion_to_flow_multiplier,temp_extrude_default,temp_extrude_min,temp_extrude_max,bed_temp,min_nozzle_diameter,extruder_fan_speed,weight,bed_material,buy_now
"PLA Premium 3mm Dark Blue","FDM","PLA","45,90 € VAT inc.","E Motion Tech","http://www.reprap-3d-printer.com/","null","1","null","2.85","1","200","190","210","60","","255","1Kg of PLA Premium 3mm Dark Blue","blue tape, glass, glue stick","http://www.reprap-3d-printer.com/product/1234568396-pla-premium-3mm-dark-blue",
"PLA Premium 3mm Dark Green","FDM","PLA","45,90 € VAT inc.","E Motion Tech","http://www.reprap-3d-printer.com/","null","1","null","2.85","1","200","190","210","60","","255","1Kg of PLA Premium 3mm Dark Green","blue tape, glass, glue stick","http://www.reprap-3d-printer.com/product/1234568397-pla-premium-3mm-dark-green",
"PLA Premium 3mm Pink","FDM","PLA","34,90 € VAT inc.","E Motion Tech","http://www.reprap-3d-printer.com/","null","1","null","2.85","1","200","190","210","60","","255","1Kg of PLA Premium 3mm Pink","blue tape, glass, glue stick","http://www.reprap-3d-printer.com/product/1234568398-pla-premium-3mm-pink",
"PLA Premium 3mm Apple Green","FDM","PLA","20,00 € VAT inc.","E Motion Tech","http://www.reprap-3d-printer.com/","null","1","null","2.85","1","200","190","210","60","","255","1Kg of PLA Premium 3mm Apple Green","blue tape, glass, glue stick","http://www.reprap-3d-printer.com/product/1234568411-pla-premium-3mm-apple-green",
"PLA Premium 3mm Glow in the dark","FDM","PLA","24,90 € VAT inc.","E Motion Tech","http://www.reprap-3d-printer.com/","null","1","null","2.85","1","200","190","210","60","","255","1Kg of PLA Premium 3mm Glow in the dark","blue tape, glass, glue stick","http://www.reprap-3d-printer.com/product/1234568456-pla-premium-3mm-glow-in-the-dark",
"PLA Premium 3mm White 2,3Kg","FDM","PLA","24,90 € VAT inc.","E Motion Tech","http://www.reprap-3d-printer.com/","null","1","null","2.85","1","200","190","210","60","","255","2,3Kg of PLA Premium 3mm White","blue tape, glass, glue stick","http://www.reprap-3d-printer.com/product/1234568459-pla-premium-3mm-white-2-3kg",
"PLA Premium 3mm Black 2,3Kg","FDM","PLA","29,00 € VAT inc.","E Motion Tech","http://www.reprap-3d-printer.com/","null","1","null","2.85","1","200","190","210","60","","255","2,3Kg of PLA Premium 3mm Black","blue tape, glass, glue stick","http://www.reprap-3d-printer.com/product/1234568460-pla-premium-3mm-black-2-3kg",
"PLA Premium 3mm Thermosensitive Grey","FDM","PLA","29,00 € VAT inc.","E Motion Tech","http://www.reprap-3d-printer.com/","null","1","null","2.85","1","200","190","210","60","","255","500g of PLA Premium 3mm Thermosensitive Grey","blue tape, glass, glue stick","http://www.reprap-3d-printer.com/product/1234568492-pla-premium-3mm-thermosensitive-grey",
"VEGE3D 1.75mm Black","FDM","VEGE3D","29,00 € VAT inc.","E Motion Tech","http://www.reprap-3d-printer.com/","null","1","null","1.75","null","null","null","null","null","null","null","100% Organic filament for 3D Printers","null","http://www.reprap-3d-printer.com/product/1234568349-vege3d-1-75mm-black",
"Crystal food contact 1.75mm filament","FDM","Crystal","29,00 € VAT inc.","E Motion Tech","http://www.reprap-3d-printer.com/","null","1","null","1.75","null","null","null","null","null","null","null","0.5kg 1.75mm Crystal food contat acceptable filament","null","http://www.reprap-3d-printer.com/product/1234568407-crystal-food-contact-1-75mm-filament",
"Crystal food contact 3mm filament","FDM","Crystal","29,00 € VAT inc.","E Motion Tech","http://www.reprap-3d-printer.com/","null","1","null","2.85","null","null","null","null","null","null","null","0.75kg 3mm Crystal food contat acceptable filament","null","http://www.reprap-3d-printer.com/product/1234568384-crystal-food-contact-3mm-filament",
"ABS PP3DP official Blue","FDM","ABS","29,00 € VAT inc.","E Motion Tech","http://www.reprap-3d-printer.com/","null","1","null","1.75","1","230","200","250","110","","0","","kapton, abs slurry, acrylic, blue tape","http://www.reprap-3d-printer.com/product/11534-abs-pp3dp-official-blue",
"ABS PP3DP official Green","FDM","ABS","28,00 € VAT inc.","E Motion Tech","http://www.reprap-3d-printer.com/","null","1","null","1.75","1","230","200","250","110","","0","","kapton, abs slurry, acrylic, blue tape","http://www.reprap-3d-printer.com/product/11536-abs-pp3dp-official-green",
"ABS PP3DP official Black","FDM","ABS","28,00 € VAT inc.","E Motion Tech","http://www.reprap-3d-printer.com/","null","1","null","1.75","1","230","200","250","110","","0","","kapton, abs slurry, acrylic, blue tape","http://www.reprap-3d-printer.com/product/112524-abs-pp3dp-official-black",
"ABS PP3DP official Red","FDM","ABS","28,00 € VAT inc.","E Motion Tech","http://www.reprap-3d-printer.com/","null","1","null","1.75","1","230","200","250","110","","0","","kapton, abs slurry, acrylic, blue tape","http://www.reprap-3d-printer.com/product/112530-abs-pp3dp-official-red",
"ABS PP3DP official White ","FDM","ABS","28,00 € VAT inc.","E Motion Tech","http://www.reprap-3d-printer.com/","null","1","null","1.75","1","230","200","250","110","","0","","kapton, abs slurry, acrylic, blue tape","http://www.reprap-3d-printer.com/product/112538-abs-pp3dp-official-white",
"ABS PP3DP official Yellow","FDM","ABS","28,00 € VAT inc.","E Motion Tech","http://www.reprap-3d-printer.com/","null","1","null","1.75","1","230","200","250","110","","0","","kapton, abs slurry, acrylic, blue tape","http://www.reprap-3d-printer.com/product/112565-abs-pp3dp-official-yellow",
"PLA PP3DP official Grey Pompei","FDM","PLA","28,00 € VAT inc.","E Motion Tech","http://www.reprap-3d-printer.com/","null","1","null","1.75","1","200","190","210","60","","255","","blue tape, glass, glue stick","http://www.reprap-3d-printer.com/product/1234568208-pla-pp3dp-official-grey-pompei",
"PLA PP3DP official Green Rio","FDM","PLA","28,00 € VAT inc.","E Motion Tech","http://www.reprap-3d-printer.com/","null","1","null","1.75","1","200","190","210","60","","255","","blue tape, glass, glue stick","http://www.reprap-3d-printer.com/product/1234568209-pla-pp3dp-official-green-rio",
"PLA PP3DP official Blue Hawaii","FDM","PLA","undefined","E Motion Tech","http://www.reprap-3d-printer.com/","null","1","null","1.75","1","200","190","210","60","","255","","blue tape, glass, glue stick","http://www.reprap-3d-printer.com/product/1234568210-pla-pp3dp-official-blue-hawaii",
"PLA PP3DP official Natural","FDM","PLA","undefined","E Motion Tech","http://www.reprap-3d-printer.com/","null","1","null","1.75","1","200","190","210","60","","255","","blue tape, glass, glue stick","http://www.reprap-3d-printer.com/product/1234568364-pla-pp3dp-official-natural",
"PLA PP3DP official Orange Scarlet","FDM","PLA","undefined","E Motion Tech","http://www.reprap-3d-printer.com/","null","1","null","1.75","1","200","190","210","60","","255","","blue tape, glass, glue stick","http://www.reprap-3d-printer.com/product/1234568517-pla-pp3dp-official-orange-scarlet",
"PLA PP3DP official Red Burgundy","FDM","PLA","undefined","E Motion Tech","http://www.reprap-3d-printer.com/","null","1","null","1.75","1","200","190","210","60","","255","","blue tape, glass, glue stick","http://www.reprap-3d-printer.com/product/1234568518-pla-pp3dp-official-red-burgundy",
"PLA PP3DP official White","FDM","PLA","undefined","E Motion Tech","http://www.reprap-3d-printer.com/","null","1","null","1.75","1","200","190","210","60","","255","","blue tape, glass, glue stick","http://www.reprap-3d-printer.com/product/1234568519-pla-pp3dp-official-white",
